-0.0015334708	0.023544291	0.029253636	-0.0726614	-0.071535066	-0.06379495	-0.04775685	-0.03797618	-0.03140195	0.038913485	-0.004580022	-0.028108444	0.044506438	0.042722594	0.0031599337	-0.0884129
-0.0146069415	-0.015131855	-0.009676786	-0.074148685	-0.051418565	-0.02338353	-0.102030486	-0.036206864	-0.016075773	0.06509063	-0.015829854	0.020567587	0.03633594	-0.017058836	-0.04609221	-0.15834275
-0.030105611	0.054452084	-0.01146532	-0.09051299	-0.017614022	-0.04837102	-0.09932756	-0.08817729	-0.036570467	0.0037024696	0.0573138	0.03530665	0.0073004635	-0.054341026	-0.013456314	-0.09676522
-0.067727834	0.043959424	-0.03401988	-0.045796234	-0.054940216	-0.023132177	-0.09318939	0.03091754	-0.033337474	0.028275661	0.02229388	0.007921111	0.02196197	-0.042351533	-0.03492485	-0.06542573
-0.013692451	-0.008777183	-0.035646107	-0.048280753	-0.09805467	-0.05853565	-0.044924553	-0.035184912	-0.044381194	-0.008693357	0.0071922787	0.009983004	-0.04310762	0.062160376	0.055946667	-0.081083424
-0.0018190608	-0.007948984	-0.055247094	-0.033163723	-0.045858473	-0.056253422	-0.022185847	-0.10530061	0.010924923	-0.03300725	-0.038936865	0.06964976	0.018129874	0.005521587	-0.056826375	-0.0576117
-0.021867188	-0.018948669	-0.04222017	-0.08326093	-0.07873436	-0.048255928	-0.097424224	-0.05653962	0.04357203	-0.015544892	0.0011627103	0.06052224	0.06594389	0.010308181	0.066786356	-0.15356345
-0.0012688412	0.002086564	-0.036054447	-0.026380911	-0.06429592	-0.08889853	-0.022436285	-0.02644883	-0.050184373	-0.05875695	0.046502843	0.024002066	0.019136982	-0.01978726	-0.030157628	-0.05041037
-0.01057201	0.011808274	-0.07005238	-0.029216625	-0.089751616	-0.08819758	-0.065937735	0.004580651	-0.006264361	0.0007539237	-0.037070483	-0.015890911	-0.02058992	-0.053656094	0.0018954213	-0.15519048
0.029875873	0.059296947	0.008609209	-0.071421616	-0.04150908	-0.091748066	-0.04765625	-0.013072434	0.012611777	0.084236756	0.017167116	0.0023566906	-0.05357404	-0.048242185	0.006114379	-0.06461188
0.017895024	0.032716442	0.024090162	-0.051079776	0.012007363	-0.102000766	0.014145269	-0.06324367	0.030921053	0.06506407	0.009878941	0.026502866	-0.055811208	-0.0026817396	0.002995478	-0.06753846
-0.0066117295	-0.0062540257	-0.05574238	-0.05738704	-0.07842646	-0.08022183	-0.045528583	-0.010961193	0.00791917	0.0032359608	-0.068814605	0.04349393	-0.030507369	0.050433178	0.058102358	-0.037846696
0.004642922	-0.009448432	-0.030582009	0.012092341	-0.03356304	0.023394281	-0.06963828	0.037887033	-0.018342651	-0.019988988	0.081084795	-0.017520064	-0.07384245	0.04790359	-0.10387553	-0.13967435
-0.00062008755	-0.04619971	-0.04487468	-0.07507647	-0.045756064	-0.045935694	0.026577262	0.04545423	-0.0006732471	-0.096138865	-0.044735856	0.11599835	0.06960556	-0.024127712	-0.03386679	-0.13476641
-0.012573893	0.051266715	-0.04919487	-0.01840461	-0.011649113	-0.09764355	-0.103609964	-0.06612613	-0.010017978	0.012287668	0.08198562	0.0048905476	0.018500641	0.006908958	-0.00228719	-0.08051531
-0.017435694	-0.07701136	-0.023164505	-0.0045846533	0.067643	-0.03917501	-0.039103307	-0.008405927	-0.056371097	0.006810881	0.0024424612	0.023176031	0.019027324	-0.023993	0.0035082186	-0.06357688
-0.0076562273	-0.035729326	-0.012807739	-0.040142003	0.019719355	-0.039198343	-0.061105978	-0.024078256	0.012510059	-0.0032031287	-0.006498062	0.012490471	-0.02453152	0.0133658005	-0.03682502	-0.12727706
0.039110307	0.021779614	0.043348942	0.030776273	0.010315519	-0.041800387	-0.07345031	-0.07015482	-0.011957193	-0.0070580197	-0.070374385	0.001952946	0.019118516	0.031196615	-0.02620737	-0.035002954
0.004094913	0.07740565	-0.03311306	0.04773688	-0.017605564	0.005093547	-0.07942068	-0.0297256	-0.043530457	-0.05379837	-0.029017614	0.05856433	-0.10227329	0.023737453	-0.0074044224	-0.09333708
-0.05056683	0.032029238	0.008951703	-0.08597704	-0.07438628	-0.03833349	-0.030202003	-0.031246504	0.041654516	0.084934376	-0.0536165	-0.016225634	-0.12703529	-0.014579408	0.01956769	-0.14061308
0.030903364	0.0040672123	-0.040208895	-0.13616273	-0.15542614	-0.08091495	-0.065608196	-0.06034046	-0.076194294	-0.012737889	-0.10079875	0.020381857	0.05723606	-0.07798159	-0.029798139	-0.069804646
-0.048691362	0.02197938	-0.019790113	0.058488786	-0.03308692	-0.10613405	-0.055458702	0.03881047	-0.12037084	-0.06748367	-0.034187414	0.08443168	0.03245566	-0.0475557	0.013441223	-0.08160775
-0.023299068	0.08505042	-0.017015195	0.048714414	-0.0069761965	0.021039598	-0.15413077	-0.037389856	0.029242152	0.11607546	0.056796107	-0.11578349	-0.09402756	0.0021759446	0.06493288	0.044757694
-0.015582814	0.041084427	0.016583007	-0.019476699	-0.07814151	-0.06215824	-0.025858065	0.004423665	-0.009052796	0.02246793	0.025133302	0.028675674	0.1359605	-0.00084056245	-0.007665586	0.024285624
-0.003827927	0.01715965	-0.025215106	-0.12005229	-0.092554875	-0.052077632	-0.0004263288	-0.05893805	-0.03872041	0.06356825	-0.0064930036	0.04596775	0.019286318	-0.037431527	-0.008251321	-0.081480525
0.038812418	0.059060313	0.044861827	0.01156714	-0.034925833	-0.048137948	0.02502253	-0.045060214	0.0025275063	-0.041260187	-0.07377577	0.118596025	0.1234304	0.04734092	0.047489047	-0.07744141
0.028472247	-0.0472873	-0.05047876	0.03226754	-0.014070402	-0.061963055	-0.061919637	-0.08826492	-0.023917995	-0.009758428	0.020681873	-0.049828026	0.0060242554	-0.03097304	0.025404098	-0.083657384
